1, 56
2, 52
3, 127
4, 55
5, 65
6, 69
7, 68
8, 72
9, 79
10, 81
11, 95
12, 91
13, 98
14, 101
15, 110
16, 112
17, 129
18, 133
19, 135
20, 144
21, 167
22, 141
23, 149
24, 152
25, 184
26, 181
27, 176
28, 180
29, 183
30, 184
31, 205
32, 204
33, 230
34, 265
35, 224
36, 231
37, 257
38, 302
39, 264
40, 261
41, 271
42, 271
43, 307
44, 304
45, 306
46, 301
47, 337
48, 387
49, 346
50, 333
51, 353
52, 365
53, 398
54, 415
55, 384
56, 407
57, 393
58, 403
59, 454
60, 433
61, 468
62, 425
63, 477
64, 464
65, 475
66, 518
67, 489
68, 482
69, 492
70, 515
71, 506
72, 503
73, 575
74, 546
75, 540
76, 566
77, 571
78, 547
79, 637
80, 586
81, 586
82, 609
83, 612
84, 596
85, 647
86, 642
87, 650
88, 656
89, 644
90, 664
91, 687
92, 745
93, 682
94, 677
95, 711
96, 716
97, 772
98, 741
99, 723
100, 772
101, 797
102, 770
103, 761
104, 772
105, 807
106, 774
107, 872
108, 796
109, 842
110, 819
111, 842
112, 826
113, 861
114, 923
115, 946
116, 864
117, 886
118, 898
119, 920
120, 891
121, 924
122, 931
123, 959
124, 927
125, 955
126, 1005
127, 971
128, 954
129, 1003
130, 971
131, 1057
132, 991
133, 1021
134, 1033
135, 1017
136, 1043
137, 1054
138, 1090
139, 1056
140, 1127
141, 1117
142, 1067
143, 1130
144, 1149
145, 1150
146, 1115
147, 1148
148, 1188
149, 1148
150, 1168
151, 1197
152, 1157
153, 1195
154, 1196
155, 1224
156, 1221
157, 1226
158, 1209
159, 1243
160, 1256
161, 1235
162, 1264
163, 1277
164, 1266
165, 1290
166, 1294
167, 1277
168, 1387
169, 1390
170, 1320
171, 1360
172, 1361
173, 1339
174, 1366
175, 1413
176, 1359
177, 1395
178, 1432
179, 1415
180, 1426
181, 1416
182, 1429
183, 1438
184, 1444
185, 1500
186, 1485
187, 1512
188, 1476
189, 1482
190, 1506
191, 1536
192, 1522
193, 1581
194, 1501
195, 9674
196, 1697
197, 1591
198, 1583
199, 1557
200, 1667
201, 1634
202, 1593
203, 1615
204, 1592
205, 1697
206, 1662
207, 1707
208, 1651
209, 1670
210, 1684
211, 1668
212, 1804
213, 1699
214, 1776
215, 1749
216, 1761
217, 1773
218, 1767
219, 1765
220, 1772
221, 1768
222, 1807
223, 1841
224, 1811
225, 1785
226, 1806
227, 1919
228, 1934
229, 1860
