1, 53
2, 99
3, 261
4, 94
5, 100
6, 106
7, 104
8, 124
9, 120
10, 136
11, 131
12, 131
13, 133
14, 142
15, 147
16, 180
17, 165
18, 161
19, 165
20, 173
21, 178
22, 181
23, 200
24, 215
25, 219
26, 225
27, 248
28, 224
29, 222
30, 236
31, 254
32, 347
33, 262
34, 252
35, 265
36, 272
37, 281
38, 304
39, 315
40, 322
41, 301
42, 306
43, 352
44, 316
45, 322
46, 338
47, 360
48, 530
49, 375
50, 356
51, 395
52, 388
53, 373
54, 378
55, 383
56, 413
57, 437
58, 411
59, 407
60, 454
61, 419
62, 432
63, 471
64, 582
65, 451
66, 638
67, 474
68, 456
69, 467
70, 489
71, 515
72, 493
73, 528
74, 511
75, 509
76, 556
77, 603
78, 524
79, 632
80, 527
81, 534
82, 561
83, 854
84, 554
85, 601
86, 561
87, 611
88, 654
89, 596
90, 628
91, 591
92, 598
93, 670
94, 668
95, 682
96, 623
97, 649
98, 710
99, 660
100, 787
101, 656
102, 681
103, 795
104, 733
105, 678
106, 784
107, 769
108, 790
109, 733
110, 700
111, 745
112, 880
113, 792
114, 725
115, 1354
116, 789
117, 805
118, 747
119, 780
120, 818
121, 838
122, 772
123, 851
124, 827
125, 837
126, 810
127, 840
128, 857
129, 874
130, 904
131, 918
132, 1016
133, 859
134, 882
135, 904
136, 920
137, 881
138, 1001
139, 915
140, 885
141, 912
142, 940
143, 961
144, 914
145, 1004
146, 959
147, 918
148, 983
149, 1018
150, 973
151, 1038
152, 1014
153, 981
154, 988
155, 1033
156, 1071
157, 1052
158, 1052
159, 1049
160, 1044
161, 1081
162, 1164
163, 1092
164, 1101
165, 1063
166, 1052
167, 1100
168, 1121
169, 1153
170, 1153
171, 1076
172, 1127
173, 1189
174, 1151
175, 1201
176, 1187
177, 1106
178, 1197
179, 1197
180, 1198
181, 1211
182, 1140
183, 1189
184, 1256
185, 1186
186, 1277
187, 1216
188, 1247
189, 1313
190, 1375
191, 1313
192, 1236
193, 1221
194, 1266
195, 1310
196, 1368
197, 1259
198, 1416
199, 1359
200, 1313
201, 1381
202, 1293
203, 1304
204, 1390
205, 1300
206, 1406
207, 1308
208, 1378
209, 1375
210, 1558
211, 1404
212, 1364
213, 1418
214, 1413
215, 1473
216, 1379
217, 1390
218, 1463
219, 1421
220, 1515
221, 1374
222, 1493
223, 1477
224, 1545
225, 1448
226, 1484
227, 1488
228, 1554
229, 1612
230, 1539
231, 1584
232, 1659
233, 1603
234, 1479
235, 1631
236, 1688
237, 1645
238, 1755
239, 1587
240, 1616
241, 1789
242, 1579
243, 1618
244, 1636
245, 1724
246, 1589
247, 1643
248, 1954
249, 1888
250, 1654
251, 1695
252, 1698
253, 1767
254, 1684
255, 1703
256, 1815
257, 1779
258, 1659
259, 1989
260, 1738
261, 1850
262, 1728
263, 2512
264, 2041
265, 1811
266, 1808
267, 1821
268, 1871
269, 1801
270, 1839
271, 1964
272, 1880
273, 1820
274, 1903
275, 1910
276, 2099
277, 1879
278, 1879
279, 1963
280, 1871
281, 1959
282, 1990
283, 2134
284, 1988
285, 1946
286, 1976
287, 1896
288, 16590
289, 2035
290, 1947
291, 1984
292, 2000
293, 2089
294, 1960
295, 2065
296, 2241
297, 1982
298, 2023
299, 2082
300, 2079
301, 2052
302, 2052
303, 2180
304, 2099
305, 2090
306, 2120
307, 2088
308, 2235
309, 2158
310, 2090
311, 2150
312, 2353
313, 2312
314, 2303
315, 2181
316, 2340
317, 2219
318, 2225
319, 2281
320, 2319
321, 2269
322, 2341
323, 2430
324, 2310
325, 2494
326, 2255
327, 2329
328, 2486
329, 2289
330, 2363
331, 2359
332, 2310
333, 2402
334, 2389
335, 2343
336, 2409
337, 2456
338, 2365
339, 2435
340, 2484
341, 2431
342, 2615
343, 2487
344, 2612
345, 2492
346, 2499
347, 2439
348, 2464
349, 2553
350, 2475
351, 2521
352, 2531
353, 2596
354, 2599
355, 2618
356, 2623
357, 2592
358, 2590
359, 2614
360, 2651
361, 2681
362, 2608
363, 2695
364, 2612
365, 2810
366, 2595
367, 2711
368, 2764
369, 3001
370, 2728
371, 2808
372, 2693
373, 2902
374, 2780
375, 2821
376, 2796
377, 2759
378, 2860
379, 2831
380, 2799
381, 2994
382, 2814
383, 3027
384, 2850
385, 2861
386, 3069
387, 3114
388, 3105
389, 2924
390, 3054
391, 3062
392, 3109
393, 3008
394, 3279
395, 2992
396, 3169
397, 3595
398, 2984
399, 3086
400, 2977
401, 3122
402, 3295
403, 3158
404, 3186
405, 3095
406, 3137
407, 3212
408, 3208
409, 3476
410, 3236
411, 3216
412, 3296
413, 3551
414, 3381
415, 3247
416, 3291
417, 3300
418, 3413
419, 3340
420, 3337
421, 3486
422, 3379
423, 3382
424, 3487
425, 3440
426, 3404
