1, 274
2, 45
3, 128
4, 68
5, 91
6, 128
7, 92
8, 84
9, 72
10, 80
11, 81
12, 102
13, 102
14, 96
15, 101
16, 165
17, 157
18, 89
19, 95
20, 111
21, 99
22, 107
23, 111
24, 192
25, 98
26, 114
27, 110
28, 125
29, 108
30, 172
31, 128
32, 144
33, 151
34, 107
35, 210
36, 175
37, 109
38, 223
39, 173
40, 141
41, 111
42, 128
43, 129
44, 140
45, 127
46, 138
47, 148
48, 154
49, 141
50, 180
51, 128
52, 134
53, 122
54, 139
55, 149
56, 153
57, 127
58, 190
59, 194
60, 202
61, 143
62, 161
63, 214
64, 222
65, 209
66, 121
67, 122
68, 190
69, 124
70, 242
71, 191
72, 268
73, 177
74, 317
75, 147
76, 150
77, 326
78, 226
79, 160
80, 161
81, 125
82, 186
83, 186
84, 335
85, 136
86, 148
87, 298
88, 221
89, 136
90, 156
91, 156
92, 165
93, 159
94, 279
95, 273
96, 414
97, 128
98, 178
99, 143
100, 254
101, 241
102, 153
103, 317
104, 376
105, 198
106, 153
107, 232
108, 268
109, 257
110, 322
111, 221
112, 233
113, 242
114, 199
115, 249
116, 165
117, 204
118, 269
119, 313
120, 181
121, 265
122, 278
123, 223
124, 340
125, 232
126, 343
127, 283
128, 438
129, 225
130, 238
131, 140
132, 256
133, 392
134, 310
135, 246
136, 229
137, 298
138, 313
139, 212
140, 309
141, 161
142, 271
143, 226
144, 351
145, 239
146, 168
147, 198
148, 163
149, 245
150, 163
151, 214
152, 274
153, 198
154, 305
155, 175
156, 186
157, 169
158, 186
159, 231
160, 254
161, 138
162, 205
163, 193
164, 188
165, 201
166, 215
167, 162
168, 224
169, 205
170, 252
171, 164
172, 179
173, 260
174, 267
175, 180
176, 191
177, 201
178, 205
179, 275
180, 176
181, 212
182, 296
183, 218
184, 283
185, 254
186, 191
187, 221
188, 333
189, 264
190, 197
191, 233
192, 251
193, 176
194, 151
195, 151
196, 165
197, 245
198, 249
199, 181
200, 265
201, 189
202, 206
203, 208
204, 243
205, 161
206, 169
207, 226
208, 196
209, 152
210, 252
211, 301
212, 173
213, 202
214, 210
215, 170
216, 317
217, 186
218, 218
219, 223
220, 304
221, 175
222, 194
223, 194
224, 211
225, 149
226, 470
227, 257
228, 173
229, 158
230, 234
231, 174
232, 232
233, 209
234, 245
235, 225
236, 194
237, 190
238, 242
239, 186
240, 204
241, 165
242, 190
243, 173
244, 191
245, 183
246, 191
247, 188
248, 199
249, 188
250, 207
251, 191
252, 208
253, 192
254, 239
255, 212
256, 222
257, 146
258, 151
259, 152
260, 162
261, 145
262, 182
263, 163
264, 181
265, 196
266, 159
267, 165
268, 167
269, 161
270, 170
271, 177
272, 274
273, 172
274, 195
275, 155
276, 165
277, 155
278, 171
279, 176
280, 185
281, 162
282, 180
283, 175
284, 191
285, 179
286, 193
287, 638
288, 208
289, 147
290, 165
291, 161
292, 199
293, 163
294, 173
295, 173
296, 188
297, 169
298, 171
299, 170
300, 184
301, 227
302, 239
303, 190
304, 207
305, 162
306, 165
307, 170
308, 235
309, 181
310, 292
311, 235
312, 207
313, 184
314, 191
315, 231
316, 210
317, 195
318, 759
319, 246
320, 261
321, 148
322, 164
323, 208
324, 168
325, 254
326, 166
327, 168
328, 182
329, 156
330, 169
331, 223
332, 189
333, 178
334, 183
335, 181
336, 198
337, 161
338, 177
339, 170
340, 232
341, 168
342, 190
343, 255
344, 203
345, 165
346, 230
347, 187
348, 196
349, 236
350, 211
351, 248
352, 220
353, 157
354, 221
355, 171
356, 234
357, 166
358, 232
359, 237
360, 207
361, 179
362, 187
363, 186
364, 247
365, 186
366, 207
367, 207
368, 323
369, 210
370, 194
371, 186
372, 198
373, 190
